0	family_id	parent_fam_id
Gene::100996337	NA	NA
Gene::100996365	NA	NA
Gene::100996379	NA	NA
Gene::100996401	NA	NA
Gene::100996413	NA	NA
Gene::100996414	NA	NA
Gene::100996415	NA	NA
Gene::100996420	NA	NA
Gene::100996442	NA	NA
Gene::100996461	NA	NA
Gene::100996485	NA	NA
Gene::100996556	460	NA
Gene::100996556	3418	NA
Gene::100996571	1987	788
Gene::100996573	NA	NA
Gene::100996574	NA	NA
Gene::100996598	NA	NA
Gene::100996631	NA	NA
Gene::100996634	NA	NA
Gene::100996637	NA	NA
Gene::100996643	NA	NA
Gene::100996648	NA	NA
Gene::100996664	NA	NA
Gene::100996693	NA	NA
Gene::100996701	NA	NA
Gene::100996709	NA	NA
Gene::100996713	NA	NA
Gene::100996720	NA	NA
Gene::100996721	NA	NA
Gene::100996724	NA	NA
Gene::100996738	NA	NA
Gene::100996746	756	NA
Gene::100996747	NA	NA
Gene::100996750	NA	NA
Gene::100996758	NA	NA
Gene::100996761	NA	NA
Gene::100996763	NA	NA
Gene::100996792	NA	NA
Gene::100996813	NA	NA
Gene::100996928	NA	NA
Gene::100996939	NA	NA
Gene::101	47	901
Gene::101	471	NA
Gene::1010	1186	18
Gene::10100	768	NA
Gene::10101	1028	1854
Gene::10102	NA	NA
Gene::10103	768	NA
Gene::10105	909	921
Gene::101059906	NA	NA
Gene::101059914	NA	NA
Gene::101059915	NA	NA
Gene::101059918	1856	1084
Gene::101059935	NA	NA
Gene::101059938	NA	NA
Gene::101059953	NA	NA
Gene::10106	1041	814
Gene::10106	1041	702
Gene::10106	1691	1690
Gene::101060017	NA	NA
Gene::101060022	NA	NA
Gene::101060024	NA	NA
Gene::101060026	NA	NA
Gene::101060160	NA	NA
Gene::101060171	NA	NA
Gene::101060179	NA	NA
Gene::101060181	NA	NA
Gene::101060200	28	26
Gene::101060200	3480	NA
Gene::101060211	1849	NA
Gene::101060226	662	NA
Gene::101060233	NA	NA
Gene::101060254	NA	NA
Gene::101060256	NA	NA
Gene::101060275	NA	NA
Gene::101060301	NA	NA
Gene::101060321	NA	NA
Gene::101060328	NA	NA
Gene::101060341	NA	NA
Gene::101060351	NA	NA
Gene::101060376	NA	NA
Gene::101060386	NA	NA
Gene::101060389	NA	NA
Gene::101060391	NA	NA
Gene::101060399	NA	NA
Gene::101060400	NA	NA
Gene::101060405	NA	NA
Gene::101060442	NA	NA
Gene::101060443	NA	NA
Gene::101060445	NA	NA
Gene::101060458	NA	NA
Gene::101060521	NA	NA
Gene::101060569	NA	NA
Gene::101060580	NA	NA
Gene::101060581	NA	NA
Gene::101060588	NA	NA
Gene::101060596	NA	NA
Gene::101060604	NA	NA
Gene::101060684	662	NA
Gene::101060689	NA	NA
Gene::101060696	NA	NA
Gene::101060825	NA	NA
Gene::10107	58	26
Gene::10107	59	NA
Gene::10109	39	NA
Gene::10110	3485	1625
Gene::10111	1336	NA
Gene::10111	1344	3642
Gene::10111	1344	3643
Gene::10112	622	NA
Gene::10113	362	NA
Gene::10114	3446	3421
Gene::10116	403	NA
Gene::10117	2245	NA
Gene::101180976	598	3612
Gene::1012	18	16
Gene::1012	1691	1690
Gene::10120	1436	NA
Gene::10121	1436	NA
Gene::10121	943	NA
Gene::10123	357	358
Gene::101234261	1992	788
Gene::10124	357	358
Gene::101241878	NA	NA
Gene::101243544	NA	NA
Gene::10125	863	NA
Gene::10125	2321	NA
Gene::10126	2031	536
Gene::10127	28	26
Gene::10127	42	1411
Gene::10127	3480	NA
Gene::10128	2290	NA
Gene::10128	1823	NA
Gene::10128	645	NA
Gene::10129	1492	NA
Gene::1013	1185	18
Gene::10130	692	NA
Gene::10130	1883	NA
Gene::10131	586	582
Gene::10133	3379	66
Gene::10134	NA	NA
Gene::10135	NA	NA
Gene::10136	1837	NA
Gene::101362076	NA	NA
Gene::10137	725	NA
Gene::10138	89	26
Gene::10139	357	358
Gene::1014	1187	18
Gene::10140	1309	NA
Gene::10142	694	NA
Gene::10142	396	NA
Gene::10143	1298	NA
Gene::10144	721	NA
Gene::10146	725	NA
Gene::10146	1687	NA
Gene::10147	579	NA
Gene::10148	870	NA
Gene::10148	555	NA
Gene::10149	917	790
Gene::1015	1187	18
Gene::10150	73	26
Gene::10150	3725	NA
Gene::10152	1793	NA
Gene::10152	3723	NA
Gene::10153	1492	NA
Gene::10153	1165	NA
Gene::10154	683	NA
Gene::10154	1752	NA
Gene::10154	471	NA
Gene::10155	88	26
Gene::10155	694	NA
Gene::10155	58	26
Gene::10155	59	NA
Gene::10155	1691	1690
Gene::10155	1232	NA
Gene::10156	830	823
Gene::10157	NA	NA
Gene::10158	NA	NA
Gene::10159	NA	NA
Gene::1016	1186	18
Gene::10160	694	NA
Gene::10160	1293	NA
Gene::10160	1691	1690
Gene::10160	682	NA
Gene::10160	722	1958
Gene::10161	205	201
Gene::10162	1036	NA
Gene::10162	2147	NA
Gene::10163	14	NA
Gene::10164	763	821
Gene::10165	863	NA
Gene::10165	2176	752
Gene::10165	1691	1690
Gene::10166	2176	752
Gene::10166	1691	1690
Gene::10168	28	26
Gene::10168	42	1411
Gene::10168	3480	NA
Gene::10169	NA	NA
Gene::1017	496	3421
Gene::10170	743	NA
Gene::10171	1484	1729
Gene::10171	1691	1690
Gene::10172	28	26
Gene::10172	3480	NA
Gene::10174	NA	NA
Gene::10175	2326	NA
Gene::10178	2150	NA
Gene::10179	1316	NA
Gene::10179	725	NA
Gene::1018	496	3421
Gene::10180	725	NA
Gene::10180	579	NA
Gene::10181	725	NA
Gene::10181	579	NA
Gene::10181	1504	1518
Gene::10181	89	26
Gene::10181	28	26
Gene::10184	1489	1471
Gene::10186	NA	NA
Gene::10188	1643	1458
Gene::10188	1691	1690
Gene::10189	725	NA
Gene::10189	770	1348
Gene::1019	496	3421
Gene::1019	1691	1690
Gene::10190	1883	NA
Gene::101926982	NA	NA
Gene::101927016	NA	NA
Gene::101927029	NA	NA
Gene::101927147	NA	NA
Gene::101927160	NA	NA
Gene::101927216	NA	NA
Gene::101927245	NA	NA
Gene::101927250	NA	NA
Gene::101927254	NA	NA
Gene::101927260	NA	NA
Gene::101927262	NA	NA
Gene::101927322	NA	NA
Gene::101927345	NA	NA
Gene::101927353	NA	NA
Gene::101927375	NA	NA
Gene::101927376	NA	NA
Gene::101927401	NA	NA
Gene::101927402	NA	NA
Gene::101927403	NA	NA
Gene::101927420	NA	NA
Gene::101927423	NA	NA
Gene::101927435	NA	NA
Gene::101927469	NA	NA
Gene::101927503	NA	NA
Gene::101927506	NA	NA
Gene::101927509	NA	NA
Gene::101927546	NA	NA
Gene::101927562	NA	NA
Gene::101927572	NA	NA
Gene::101927579	NA	NA
Gene::101927581	NA	NA
Gene::101927601	1856	1084
Gene::101927628	NA	NA
Gene::101927655	NA	NA
Gene::101927681	NA	NA
Gene::101927685	NA	NA
Gene::101927751	NA	NA
Gene::101927763	NA	NA
Gene::101927764	NA	NA
Gene::101927767	NA	NA
Gene::101927789	NA	NA
Gene::101927824	NA	NA
Gene::101927844	NA	NA
Gene::101927853	NA	NA
Gene::101927855	NA	NA
Gene::101927859	NA	NA
Gene::101927955	NA	NA
Gene::101927989	NA	NA
Gene::101927998	NA	NA
Gene::101928021	NA	NA
Gene::101928039	NA	NA
Gene::101928042	NA	NA
Gene::101928058	NA	NA
Gene::101928093	NA	NA
Gene::101928108	NA	NA
Gene::101928120	NA	NA
Gene::101928147	NA	NA
Gene::101928193	NA	NA
Gene::101928195	NA	NA
Gene::101928208	NA	NA
Gene::101928242	NA	NA
Gene::101928268	NA	NA
Gene::101928291	NA	NA
Gene::101928318	NA	NA
Gene::101928343	NA	NA
Gene::101928344	NA	NA
Gene::101928422	NA	NA
Gene::101928433	NA	NA
Gene::101928436	NA	NA
Gene::101928448	NA	NA
Gene::101928451	NA	NA
Gene::101928468	NA	NA
Gene::101928481	NA	NA
Gene::101928499	NA	NA
Gene::101928527	NA	NA
Gene::101928548	NA	NA
Gene::101928552	NA	NA
Gene::101928566	NA	NA
Gene::101928587	NA	NA
Gene::101928589	NA	NA
Gene::101928592	NA	NA
Gene::101928596	NA	NA
Gene::101928601	NA	NA
Gene::101928603	NA	NA
Gene::101928621	NA	NA
Gene::101928631	NA	NA
Gene::101928635	NA	NA
Gene::101928638	NA	NA
Gene::101928675	NA	NA
Gene::101928722	NA	NA
Gene::101928726	NA	NA
Gene::101928728	NA	NA
Gene::101928764	NA	NA
Gene::101928793	NA	NA
Gene::101928841	NA	NA
Gene::101928868	NA	NA
Gene::101928870	NA	NA
Gene::101928879	NA	NA
Gene::101928892	NA	NA
Gene::101928917	NA	NA
Gene::101928947	NA	NA
Gene::101928948	NA	NA
Gene::101928991	NA	NA
Gene::101928998	NA	NA
Gene::101929008	NA	NA
Gene::101929060	NA	NA
Gene::101929087	NA	NA
Gene::101929097	NA	NA
Gene::101929141	NA	NA
Gene::101929163	NA	NA
Gene::101929185	NA	NA
Gene::101929206	NA	NA
Gene::101929211	NA	NA
Gene::101929256	NA	NA
